SalePrice,YearSold,LotFrontage,LotSize,HouseStyle,OverallQual,OverallCond,YearBuilt,ExterQual,ExterCond,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,SaleType,SaleCondition
55000,2008,40,3636,1Story,4,4,1922,TA,TA,796,796,0,796,1,2,1,TA,5,,,,0,0,WD ,Normal
120500,2008,,5890,1Story,6,8,1930,Gd,Gd,816,816,0,816,1,2,1,TA,5,Detchd,2002,Unf,1,432,WD ,Normal
120500,2008,71,6900,1Story,5,6,1940,TA,TA,740,778,0,778,1,2,1,TA,4,Detchd,1966,Fin,1,924,WD ,Normal
119000,2008,58,8155,1.5Fin,5,7,1930,TA,TA,780,780,420,1200,1,4,1,TA,7,,,,0,0,WD ,Normal
126000,2008,75,6000,SLvl,5,5,1967,Fa,TA,624,1092,564,1656,1,3,1,TA,7,Attchd,1967,Unf,1,288,WD ,Normal
99500,2008,60,7392,1Story,5,7,1930,TA,TA,520,912,0,912,1,2,1,TA,5,Detchd,1934,RFn,1,360,WD ,Normal
165500,2008,75,9000,1.5Fin,5,5,1958,TA,TA,1151,1151,804,1955,2,4,1,TA,7,Attchd,1958,Fin,1,356,WD ,Normal
13100,2008,80,14584,1Story,1,5,1952,Fa,Po,0,733,0,733,1,2,1,Fa,4,Attchd,1952,Unf,2,487,WD ,Abnorml
89000,2008,60,5280,2Story,4,7,1895,TA,TA,173,825,536,1361,1,2,1,TA,6,Detchd,1895,Unf,1,185,WD ,Normal
40000,2008,50,8500,2Story,4,4,1920,TA,Fa,649,649,668,1317,1,3,1,TA,6,Detchd,1920,Unf,1,250,WD ,Normal
80900,2008,52,5150,1.5Fin,4,7,1910,TA,TA,356,671,378,1049,1,2,1,TA,5,Detchd,1910,Unf,1,195,WD ,Normal
81000,2008,120,18000,1Story,3,4,1935,Fa,TA,894,894,0,894,1,2,1,TA,6,Detchd,1994,RFn,3,1248,ConLD,Normal
65000,2008,60,9000,2Story,4,6,1920,TA,TA,592,432,432,864,1,3,1,Fa,5,Detchd,1920,Unf,1,216,WD ,Normal
392500,2008,64,5587,1Story,8,5,2008,Ex,TA,1600,1652,0,1652,2,2,1,Gd,5,Attchd,2008,Fin,2,482,New,Partial
294464,2008,44,3843,1Story,8,5,2007,Ex,TA,1596,1648,0,1648,2,2,1,Ex,5,Attchd,2007,Fin,2,525,New,Partial
250000,2008,44,3811,1Story,7,5,2004,Gd,TA,1594,1646,0,1646,2,2,1,Ex,5,Attchd,2004,Fin,2,482,WD ,Normal
275000,2008,44,3842,1Story,8,5,2004,Gd,TA,1594,1646,0,1646,2,2,1,Gd,5,Attchd,2004,Fin,2,482,WD ,Normal
300000,2008,,23730,1Story,7,5,1996,Gd,TA,1840,2032,0,2032,3,3,1,Gd,7,Attchd,1996,Fin,3,786,WD ,Normal
271000,2008,,13265,1Story,8,5,2002,Gd,TA,1568,1689,0,1689,2,3,1,Gd,7,Attchd,2002,RFn,3,857,WD ,Normal
213000,2008,,11050,2Story,7,5,1996,TA,TA,910,910,910,1820,2,3,1,Gd,8,Attchd,1996,Unf,3,816,WD ,Normal
171000,2008,76,9880,SLvl,6,6,1977,TA,TA,1096,1118,0,1118,1,3,1,TA,6,Attchd,1977,Fin,1,358,WD ,Normal
171500,2008,75,10125,1Story,6,6,1977,TA,TA,1196,1279,0,1279,2,3,1,TA,6,Detchd,1980,Unf,2,473,WD ,Normal
100000,2008,76,10260,2Story,5,4,1976,TA,TA,0,936,936,1872,2,4,2,TA,8,Attchd,1976,Unf,2,484,WD ,Abnorml
228500,2008,74,9990,1Story,4,5,1991,TA,TA,1680,1689,0,1689,2,3,1,TA,6,Attchd,1991,Unf,2,432,WD ,Normal
228950,2008,,164660,1.5Fin,5,6,1965,TA,TA,1499,1619,167,1786,2,3,1,TA,7,Attchd,1965,Fin,2,529,WD ,Normal
241500,2008,42,4084,1Story,7,6,1986,Gd,TA,1277,1501,0,1501,2,2,1,Gd,6,Attchd,1986,Fin,2,512,WD ,Normal
287000,2008,,15498,1Story,8,6,1976,Gd,TA,1565,2898,0,2898,2,2,1,Gd,10,Attchd,1976,Fin,2,665,COD,Abnorml
294000,2008,74,11563,1Story,8,5,2006,Gd,TA,1518,1537,0,1537,2,3,1,Gd,8,Attchd,2007,Fin,3,788,WD ,Normal
293077,2008,71,9520,1Story,8,5,2007,Gd,TA,1638,1646,0,1646,2,3,1,Gd,7,Attchd,2008,RFn,3,800,New,Partial
264966,2008,107,12852,2Story,8,5,2007,Gd,TA,920,920,860,1780,2,3,1,Gd,6,Attchd,2007,Fin,2,612,New,Partial
172500,2008,73,9802,SLvl,5,5,2006,TA,TA,352,712,730,1442,2,3,1,TA,6,BuiltIn,2007,Fin,2,400,WD ,Normal
167500,2008,73,9735,SLvl,5,5,2006,TA,TA,384,754,640,1394,2,3,1,Gd,7,BuiltIn,2007,Fin,2,400,WD ,Normal
218689,2008,81,12018,2Story,7,5,2008,Gd,TA,796,796,816,1612,2,3,1,Gd,6,Attchd,2008,Fin,3,666,New,Partial
150000,2008,75,12890,1Story,6,5,1989,TA,TA,1495,1495,0,1495,2,3,1,TA,8,Attchd,1989,Unf,2,438,WD ,Normal
184000,2008,47,12416,1Story,6,5,1986,TA,TA,1606,1651,0,1651,2,3,1,TA,7,Attchd,1986,Fin,2,616,WD ,Normal
180000,2008,93,18265,1Story,6,5,1986,Gd,Gd,1256,1256,0,1256,2,3,1,Gd,6,Attchd,1986,Unf,2,578,WD ,Normal
175000,2008,85,10200,SLvl,6,5,1988,Gd,TA,1461,1509,0,1509,2,3,1,Gd,5,Attchd,1988,RFn,2,600,WD ,Abnorml
232500,2008,82,11202,1Story,8,5,2003,Gd,TA,1432,1440,0,1440,2,3,1,Gd,7,Attchd,2003,Fin,2,467,WD ,Normal
195000,2008,,7915,1Story,6,5,1999,Gd,TA,1666,1675,0,1675,2,3,1,Gd,6,Attchd,1999,RFn,2,435,WD ,Normal
305000,2008,85,12244,2Story,8,5,2003,Gd,TA,1482,1482,780,2262,2,4,1,Gd,10,Attchd,2003,Fin,3,749,WD ,Normal
298751,2008,79,11449,1Story,8,5,2007,Gd,TA,1884,1728,0,1728,2,3,1,Gd,7,Attchd,2007,Fin,2,520,WD ,Normal
370000,2008,85,11447,1Story,8,5,2005,Gd,TA,1964,1964,0,1964,2,3,1,Gd,7,Attchd,2005,Fin,3,892,WD ,Normal
209200,2008,97,8940,SFoyer,7,5,1997,TA,Gd,1344,1344,0,1344,2,2,2,TA,8,Attchd,1997,Fin,4,784,WD ,Alloca
206300,2008,78,7060,SFoyer,7,5,1997,TA,Gd,1344,1344,0,1344,2,2,2,TA,8,Attchd,1997,Fin,4,784,WD ,Alloca
146000,2008,77,9278,1Story,5,5,2007,TA,TA,1092,1092,0,1092,1,2,1,TA,5,,,,0,0,WD ,Abnorml
160500,2008,32,4500,1Story,6,5,1997,TA,TA,1189,1189,0,1189,2,2,1,TA,4,Attchd,1997,RFn,2,392,WD ,Normal
173000,2008,150,14137,SFoyer,4,5,1964,TA,TA,1200,1200,0,1200,1,3,1,TA,6,2Types,1964,Fin,3,850,ConLD,Normal
124000,2008,,4224,1Story,5,6,1975,TA,TA,1040,1040,0,1040,1,3,1,TA,6,Attchd,1975,Unf,2,499,WD ,Normal
115000,2008,,2665,2Story,5,6,1976,TA,TA,264,616,688,1304,1,3,1,TA,4,BuiltIn,1976,Fin,1,336,WD ,Normal
129500,2008,41,2665,2Story,5,7,1976,TA,TA,550,925,550,1475,2,4,1,TA,6,Attchd,1976,Unf,1,336,WD ,Normal
105000,2008,21,1974,SFoyer,4,7,1973,TA,Gd,526,526,462,988,1,2,1,TA,5,BuiltIn,1973,RFn,1,297,WD ,Normal
94900,2008,21,1596,SLvl,4,6,1973,TA,TA,462,526,462,988,1,1,1,TA,4,BuiltIn,1973,RFn,1,297,WD ,Normal
152500,2008,,17979,1Story,5,6,1968,TA,Gd,1113,1160,0,1160,1,3,1,Gd,6,Attchd,1968,Unf,1,257,WD ,Normal
98000,2008,21,1477,2Story,6,9,1970,TA,Gd,546,546,546,1092,2,3,1,TA,6,,,,0,0,WD ,Normal
81000,2008,21,1890,SFoyer,4,7,1972,TA,Gd,630,630,0,630,1,1,1,TA,3,,,,0,0,WD ,Normal
113000,2008,100,21750,1Story,5,5,1954,TA,TA,988,988,0,988,1,2,1,TA,4,Attchd,1954,RFn,2,520,WD ,Normal
128500,2008,59,6490,1Story,5,7,1983,TA,Gd,816,816,0,816,1,2,1,TA,4,Attchd,1983,Unf,1,264,WD ,Normal
119500,2008,37,6951,1Story,5,5,1984,TA,TA,876,923,0,923,1,3,1,TA,5,Attchd,1984,Unf,1,264,WD ,Normal
130500,2008,60,6600,1Story,5,9,1982,Gd,Gd,816,816,0,816,1,3,1,Gd,5,Attchd,1982,Unf,1,264,WD ,Normal
138000,2008,60,6600,1Story,5,8,1982,TA,Gd,816,816,0,816,1,2,1,TA,4,Detchd,1985,Fin,2,816,WD ,Normal
134500,2008,60,6600,1Story,5,6,1982,TA,TA,845,845,0,845,1,3,1,Gd,6,Attchd,1982,Unf,1,264,WD ,Normal
160000,2008,75,12508,1.5Fin,6,7,1940,TA,TA,983,983,767,1750,2,4,1,TA,7,Attchd,1989,Unf,1,423,WD ,Normal
137500,2008,74,12395,1Story,5,6,1984,TA,TA,864,889,0,889,1,3,1,TA,6,Attchd,1984,Unf,2,484,WD ,Normal
172000,2008,,11075,2Story,5,4,1969,TA,TA,784,1168,800,1968,2,4,1,TA,7,Attchd,1969,RFn,2,530,WD ,Normal
103000,2008,,56600,2.5Unf,5,1,1900,TA,TA,686,1150,686,1836,2,4,1,TA,7,Detchd,1900,Unf,1,288,WD ,Normal
167300,2007,85,10667,1Story,6,6,1971,TA,TA,1587,1587,0,1587,2,3,1,TA,7,Attchd,1971,Unf,2,525,WD ,Normal
167000,2007,85,10628,1Story,7,5,1970,TA,Gd,1277,1277,0,1277,1,2,1,TA,5,Attchd,1970,Unf,2,526,WD ,Normal
244000,2007,95,13651,1Story,7,6,1973,TA,Gd,2223,2223,0,2223,2,3,1,TA,8,Attchd,1973,Fin,2,516,WD ,Normal
268000,2007,95,15865,1Story,8,6,1970,Gd,Gd,2217,2217,0,2217,2,4,1,Gd,8,Attchd,1970,Unf,2,621,WD ,Normal
225000,2007,,12394,2Story,7,5,2003,Gd,TA,847,847,886,1733,2,3,1,Gd,7,BuiltIn,2003,Fin,2,433,WD ,Family
168000,2007,,10364,2Story,6,5,1995,TA,TA,806,806,766,1572,2,3,1,TA,7,BuiltIn,1995,Fin,2,373,WD ,Normal
177000,2007,,13869,2Story,6,6,1997,TA,TA,794,794,676,1470,2,3,1,TA,6,Attchd,1997,Fin,2,388,WD ,Normal
169000,2007,57,8773,2Story,6,5,1997,TA,TA,916,916,684,1600,2,3,1,TA,7,Attchd,1997,Fin,2,460,WD ,Normal
161500,2007,56,8872,SLvl,6,5,1997,TA,TA,384,754,630,1384,2,3,1,TA,7,BuiltIn,1997,Fin,2,390,WD ,Normal
251000,2007,41,5330,1Story,8,5,2000,Gd,TA,1494,1652,0,1652,2,2,1,Ex,6,Attchd,2000,RFn,2,499,WD ,Normal
160000,2007,,10147,SLvl,6,5,1994,TA,TA,392,924,770,1694,2,3,1,TA,7,BuiltIn,1994,Fin,2,398,WD ,Normal
180000,2007,,8637,2Story,6,5,1999,TA,TA,923,947,767,1714,2,3,1,TA,7,Attchd,2000,Fin,2,451,WD ,Abnorml
178750,2007,63,7875,2Story,7,5,1996,Gd,TA,691,691,862,1553,2,3,1,Gd,6,Attchd,1996,Fin,2,420,WD ,Normal
176000,2007,63,7875,1Story,7,5,1995,TA,TA,1237,1253,0,1253,2,3,1,TA,6,Attchd,1995,Fin,2,402,WD ,Normal
204000,2007,60,7500,2Story,6,5,1999,TA,TA,938,957,1342,2299,3,5,1,TA,7,Attchd,1999,Fin,2,482,WD ,Normal
160000,2007,,9556,1Story,7,5,1992,TA,TA,1168,1187,0,1187,2,3,1,Gd,6,Attchd,1992,RFn,2,420,WD ,Normal
160000,2007,,10784,SLvl,7,5,1991,Gd,TA,384,802,670,1472,2,3,1,Gd,7,Attchd,1991,RFn,2,402,WD ,Normal
163900,2007,,9125,SLvl,7,5,1992,TA,TA,384,812,670,1482,2,3,1,Gd,7,Attchd,1992,Fin,2,392,WD ,Normal
168000,2007,,7655,2Story,6,5,1993,TA,TA,903,910,732,1642,2,3,1,TA,7,Attchd,1993,RFn,2,392,WD ,Normal
154204,2007,160,18160,1Story,6,6,1964,TA,TA,1302,1128,0,1128,1,3,1,TA,6,Attchd,1964,Unf,2,480,WD ,Alloca
170000,2007,,3696,1Story,8,5,1986,Gd,TA,1074,1088,0,1088,1,2,1,Gd,5,Attchd,1987,RFn,2,461,WD ,Normal
207500,2007,,5062,2Story,7,5,1984,Gd,TA,1190,1190,900,2090,2,3,1,Gd,6,Attchd,1984,Fin,2,577,WD ,Normal
182000,2007,38,4740,1Story,8,5,1988,Gd,TA,1166,1179,0,1179,2,2,1,TA,5,Attchd,1988,RFn,2,480,WD ,Normal
212000,2007,35,5118,1Story,8,5,1990,Gd,TA,1312,1321,0,1321,1,1,1,Gd,4,Attchd,1990,RFn,2,484,WD ,Normal
377426,2007,86,14157,1Story,9,5,2005,Gd,TA,1922,1922,0,1922,2,3,1,Gd,8,Attchd,2005,Fin,3,676,WD ,Normal
349265,2007,98,12328,2Story,8,5,2005,Gd,TA,1149,1164,1377,2541,3,4,1,Ex,10,BuiltIn,2005,Fin,3,729,WD ,Normal
591587,2007,52,51974,1Story,9,5,2006,Ex,TA,2660,2338,0,2338,2,4,1,Gd,8,Attchd,2005,Fin,3,1110,New,Partial
155000,2007,195,41600,1Story,5,5,1969,TA,TA,1100,1424,0,1424,1,3,1,TA,7,2Types,1969,Unf,3,828,WD ,Normal
319900,2007,61,8035,1Story,9,5,2006,Gd,TA,1612,1612,0,1612,2,2,1,Ex,6,Attchd,2006,Fin,2,556,WD ,Normal
392000,2007,60,8089,1Story,8,6,2007,Gd,TA,1419,1419,0,1419,2,2,1,Gd,7,Attchd,2007,RFn,2,567,New,Partial
441929,2007,85,14082,1Story,8,5,2006,Gd,TA,2220,2234,0,2234,1,1,1,Gd,7,Attchd,2006,RFn,2,724,WD ,Normal
455000,2007,81,13870,1Story,10,5,2006,Ex,TA,1742,2042,0,2042,2,3,1,Ex,8,Attchd,2007,Fin,3,724,New,Partial
182900,2007,,12546,1Story,6,7,1981,Gd,Gd,1440,1440,0,1440,2,3,1,Gd,7,Attchd,1981,Fin,2,467,WD ,Normal
174000,2007,,10960,1Story,6,5,1984,TA,TA,1284,1284,0,1284,2,3,1,TA,5,Attchd,1984,Unf,2,480,COD,Abnorml
178000,2007,78,12090,SLvl,6,7,1984,TA,TA,585,1140,728,1868,3,3,1,TA,7,BuiltIn,1984,Fin,2,477,WD ,Abnorml
176000,2007,78,12090,2Story,7,7,1981,Gd,TA,725,725,754,1479,2,3,1,Gd,6,Attchd,1981,RFn,2,484,WD ,Normal
213000,2007,93,12299,1Story,7,6,1978,TA,TA,1529,1664,0,1664,2,3,1,Gd,7,Attchd,1978,Fin,2,663,WD ,Normal
192000,2007,61,11339,2Story,7,5,1979,TA,TA,780,1085,845,1930,2,4,1,Gd,9,Attchd,1979,Fin,2,481,WD ,Normal
190000,2007,92,11952,2Story,7,6,1977,TA,TA,808,1161,808,1969,2,3,1,TA,8,Attchd,1977,RFn,2,534,WD ,Normal
195000,2007,,12046,2Story,6,6,1976,TA,TA,848,1118,912,2030,2,4,1,Gd,8,Attchd,1976,Fin,2,551,WD ,Normal
148000,2007,,10395,SLvl,6,6,1978,TA,TA,1032,1032,0,1032,2,3,1,TA,6,Attchd,1978,Unf,2,564,WD ,Normal
151500,2007,79,11850,1Story,6,6,1984,TA,TA,1153,1177,0,1177,2,3,1,Gd,6,Attchd,1984,Fin,2,495,WD ,Normal
197000,2007,80,11584,SLvl,7,6,1979,TA,TA,539,1040,685,1725,2,3,1,TA,6,Attchd,1979,RFn,2,550,WD ,Normal
192350,2007,80,10400,1Story,6,5,1979,TA,TA,1259,1353,0,1353,2,2,1,TA,5,Attchd,1979,RFn,2,478,WD ,Normal
152000,2007,80,10793,2Story,5,5,1969,TA,TA,780,780,840,1620,2,4,1,TA,7,Attchd,1969,Fin,2,462,WD ,Normal
170000,2007,128,13001,1Story,6,5,1971,TA,TA,1625,1220,0,1220,2,2,1,TA,6,Attchd,1971,Unf,2,944,WD ,Normal
175000,2007,70,12243,1Story,5,6,1971,TA,TA,1484,1484,0,1484,2,3,1,TA,7,Attchd,1971,Unf,2,487,WD ,Normal
175000,2007,90,11700,2Story,6,6,1968,Gd,TA,702,1041,702,1743,1,3,1,TA,7,Attchd,1968,Unf,2,539,WD ,Normal
197900,2007,,12384,2Story,7,7,1976,TA,TA,793,1142,793,1935,2,3,1,TA,7,Attchd,1976,RFn,2,550,WD ,Normal
174000,2007,64,8991,SLvl,7,6,1976,TA,TA,1228,1324,0,1324,2,3,1,Gd,5,Attchd,1976,Fin,2,585,WD ,Normal
178900,2007,80,8000,2Story,6,6,1974,TA,TA,1084,1084,793,1877,2,4,1,TA,8,Attchd,1974,Unf,2,488,WD ,Normal
139000,2007,70,10500,SLvl,5,7,1971,TA,TA,372,576,533,1109,1,3,1,TA,5,BuiltIn,1971,Unf,1,288,WD ,Normal
143250,2007,,10530,1Story,6,5,1971,TA,TA,981,981,0,981,1,3,1,TA,5,Detchd,1979,Unf,2,576,WD ,Normal
184000,2007,,7472,2Story,7,9,1972,TA,TA,725,725,754,1479,1,4,1,Gd,7,Attchd,1972,Fin,2,484,WD ,Normal
155000,2007,63,9457,1Story,5,6,1970,TA,TA,925,1422,0,1422,1,3,1,TA,7,Detchd,1988,Unf,2,576,WD ,Normal
133000,2007,66,7920,1Story,5,5,1970,TA,TA,914,914,0,914,1,3,1,Ex,5,Attchd,1970,RFn,1,368,WD ,Normal
119500,2007,61,9758,1Story,5,5,1971,TA,TA,950,950,0,950,1,3,1,TA,5,Detchd,1981,Unf,1,280,WD ,Normal
123000,2007,70,8294,1Story,4,5,1971,TA,TA,858,872,0,872,1,3,1,TA,5,Detchd,1974,Unf,4,480,WD ,Normal
110000,2007,,7340,1Story,4,6,1971,TA,TA,858,858,0,858,1,2,1,TA,4,Detchd,1979,Unf,1,684,WD ,Normal
128000,2007,,17199,1Story,4,7,1961,TA,Gd,914,914,0,914,1,2,1,TA,4,Basment,1961,Unf,1,270,WD ,Normal
120500,2007,60,9000,1Story,4,6,1971,TA,TA,864,864,0,864,1,3,1,TA,5,Detchd,1974,Unf,2,528,WD ,Normal
133000,2007,34,4058,SFoyer,7,5,1998,TA,TA,723,767,0,767,1,1,1,TA,4,Attchd,1998,Fin,1,367,WD ,Normal
155000,2007,33,4113,1Story,6,5,2001,Gd,TA,1337,1337,0,1337,2,2,1,Gd,5,Attchd,2001,Fin,2,511,WD ,Normal
177000,2007,26,10943,1Story,6,5,1997,Gd,TA,1405,1337,0,1337,2,2,1,Gd,5,Attchd,1997,Fin,2,522,WD ,Normal
113500,2007,21,2205,2Story,6,6,1973,TA,TA,525,525,567,1092,1,3,1,TA,6,Detchd,1973,Unf,1,264,WD ,Normal
113000,2007,21,1890,2Story,6,5,1973,TA,TA,672,672,546,1218,1,3,1,TA,7,Detchd,1973,Unf,1,264,WD ,Normal
113700,2007,21,2058,2Story,6,5,1973,TA,TA,672,672,546,1218,1,4,1,Ex,7,Detchd,1973,Unf,1,264,WD ,Normal
106000,2007,24,2016,2Story,5,5,1970,TA,TA,630,630,672,1302,2,3,1,TA,6,Detchd,1970,Unf,2,440,WD ,Normal
122500,2007,24,1920,2Story,5,5,1971,TA,TA,765,765,600,1365,1,2,1,TA,6,Detchd,1971,Unf,2,440,WD ,Normal
128000,2007,,4928,1Story,6,5,1976,TA,TA,1078,958,0,958,2,2,1,TA,5,Attchd,1977,RFn,2,440,WD ,Normal
155000,2007,24,2308,2Story,6,6,1976,TA,TA,804,804,744,1548,2,3,1,Gd,7,Detchd,1976,Unf,2,440,WD ,Normal
142500,2007,24,2304,1Story,7,7,1978,TA,TA,1061,1055,0,1055,2,2,1,TA,4,Attchd,1978,Unf,1,319,WD ,Normal
129250,2007,65,7150,1Story,5,6,1966,TA,TA,988,988,0,988,1,3,1,TA,5,Detchd,1974,Unf,1,360,WD ,Normal
356000,2007,96,12469,1Story,9,5,2006,Ex,TA,1790,1816,0,1816,2,3,1,Ex,7,Attchd,2007,Fin,3,730,New,Partial
314813,2007,90,11694,1Story,9,5,2007,Ex,TA,1822,1828,0,1828,2,3,1,Gd,9,Attchd,2007,Unf,3,774,New,Partial
318000,2007,93,12030,1Story,8,5,2007,Ex,TA,1694,1694,0,1694,2,3,1,Gd,7,Attchd,2007,Fin,3,818,New,Partial
322400,2007,91,11825,1Story,8,5,2006,Gd,TA,1694,1694,0,1694,2,3,1,Gd,7,Attchd,2006,RFn,3,856,New,Partial
318000,2007,93,12085,1Story,8,5,2007,Gd,TA,1734,1734,0,1734,2,3,1,Ex,7,Attchd,2007,RFn,3,928,New,Partial
345474,2007,110,14333,1Story,8,5,2007,Gd,TA,2108,2122,0,2122,2,2,1,Gd,7,Attchd,2007,Fin,3,938,New,Partial
415298,2007,107,14450,1Story,9,5,2006,Ex,TA,2121,2121,0,2121,2,3,1,Ex,8,Attchd,2007,Fin,3,732,New,Partial
492000,2007,107,13641,2Story,9,5,2007,Ex,TA,1934,1943,713,2656,2,3,1,Ex,8,Attchd,2007,RFn,3,1040,New,Partial
338931,2007,110,13440,2Story,8,5,2006,Gd,TA,1108,1148,1402,2550,2,4,1,Ex,11,BuiltIn,2006,Fin,3,670,New,Partial
450000,2007,105,15431,1Story,10,5,2005,Ex,TA,1994,2046,0,2046,2,2,1,Ex,7,Attchd,2005,Fin,3,878,WD ,Normal
280000,2007,109,14154,2Story,7,5,2006,Gd,TA,1063,1071,1101,2172,2,3,1,Gd,9,Attchd,2006,RFn,3,947,New,Partial
479069,2007,107,13891,1Story,9,5,2007,Ex,TA,2552,2552,0,2552,2,3,1,Ex,8,Attchd,2007,Fin,3,932,New,Partial
395000,2007,110,14226,1Story,8,5,2006,Gd,TA,1935,1973,0,1973,2,3,1,Gd,9,Attchd,2006,Fin,3,895,New,Partial
380000,2007,105,13693,2Story,9,5,2006,Ex,TA,2153,2069,574,2643,2,3,1,Ex,9,BuiltIn,2006,Fin,3,694,WD ,Normal
250000,2007,98,11428,1Story,8,5,2006,Gd,TA,1626,1634,0,1634,2,3,1,Gd,7,Attchd,2006,RFn,3,866,WD ,Normal
440000,2007,110,14977,1Story,8,5,2006,Gd,TA,1976,1976,0,1976,2,2,1,Gd,7,Attchd,2006,RFn,3,908,New,Partial
418000,2007,118,13654,2Story,9,5,2005,Gd,TA,1704,1722,1036,2758,2,4,1,Ex,9,BuiltIn,2005,Fin,3,814,WD ,Normal
500067,2007,59,17169,1Story,10,5,2007,Ex,TA,2320,2290,0,2290,2,2,1,Ex,7,Attchd,2007,Fin,3,1174,New,Partial
260116,2007,134,16659,2Story,8,5,2007,Gd,TA,1582,1582,570,2152,2,3,1,Gd,7,Detchd,2007,Unf,2,728,New,Partial
317000,2007,76,9591,2Story,8,5,2004,Gd,TA,1143,1143,1330,2473,2,4,1,Gd,9,BuiltIn,2004,RFn,3,852,WD ,Normal
319500,2007,82,9709,2Story,8,5,2007,Ex,TA,918,958,1142,2100,2,3,1,Ex,8,BuiltIn,2007,Fin,3,786,New,Partial
325624,2007,86,10562,2Story,8,5,2007,Gd,TA,1582,1610,551,2161,1,3,1,Ex,8,Attchd,2007,Fin,3,789,New,Partial
372000,2007,94,13615,1Story,9,5,2006,Ex,TA,1802,1802,0,1802,2,3,1,Ex,7,Attchd,2006,Fin,3,843,WD ,Normal
342000,2007,99,13069,2Story,8,5,2004,Gd,TA,1706,1718,1238,2956,2,5,1,Ex,11,BuiltIn,2004,RFn,3,916,WD ,Normal
354000,2007,99,12099,2Story,8,5,2004,Gd,TA,1136,1136,1332,2468,2,4,1,Gd,10,BuiltIn,2004,Fin,3,872,WD ,Normal
350000,2007,110,14277,2Story,8,5,2003,Gd,TA,1317,1217,1168,2385,2,3,1,Gd,7,Attchd,2003,Fin,3,818,WD ,Normal
285000,2007,93,11999,2Story,8,5,2003,Gd,TA,1181,1234,1140,2374,2,4,1,Ex,10,BuiltIn,2003,Fin,3,656,WD ,Normal
281500,2007,,12568,2Story,8,5,2007,Gd,TA,895,895,923,1818,2,3,1,Ex,8,Attchd,2007,Fin,3,774,New,Partial
245700,2007,70,9926,1Story,7,5,2005,Gd,TA,1614,1614,0,1614,2,3,1,Gd,7,Attchd,2005,RFn,3,878,WD ,Normal
232698,2007,71,9254,1Story,8,5,2005,Gd,TA,1721,1721,0,1721,2,3,1,Gd,7,Attchd,2005,RFn,2,554,WD ,Normal
250000,2007,92,10732,2Story,8,5,2006,Gd,TA,1298,1298,530,1828,2,3,1,Gd,7,BuiltIn,2006,RFn,3,876,New,Partial
194700,2007,61,7577,1Story,6,5,2005,Gd,TA,1362,1362,0,1362,2,2,1,Gd,6,Attchd,2005,RFn,2,460,WD ,Normal
204000,2007,34,3901,1Story,6,5,2005,Gd,TA,1302,1302,0,1302,1,1,1,Gd,5,Attchd,2005,RFn,2,631,New,Partial
200000,2007,34,3903,1Story,6,5,2005,Gd,TA,1302,1302,0,1302,1,1,1,Gd,5,Attchd,2005,RFn,2,631,WD ,Normal
207000,2007,41,6289,1Story,6,5,2005,Gd,TA,1362,1362,0,1362,2,2,1,Gd,6,Attchd,2005,RFn,2,460,WD ,Normal
209500,2007,34,4590,1Story,8,5,2006,Gd,TA,1554,1554,0,1554,2,2,1,Gd,6,Attchd,2006,RFn,2,627,WD ,Normal
209500,2007,34,4590,1Story,8,5,2006,Gd,TA,1554,1554,0,1554,2,2,1,Gd,6,Attchd,2006,RFn,2,627,CWD,Normal
202500,2007,44,6442,1Story,8,5,2006,Gd,TA,1370,1370,0,1370,2,2,1,Gd,6,Attchd,2006,RFn,2,484,WD ,Normal
280000,2007,48,7841,1Story,9,5,2005,Ex,TA,1577,1577,0,1577,2,2,1,Ex,6,Attchd,2005,RFn,2,564,WD ,Normal
277500,2007,60,7313,1Story,9,5,2005,Ex,TA,1561,1561,0,1561,2,2,1,Ex,6,Attchd,2005,Fin,2,556,WD ,Normal
318061,2007,68,7820,1Story,9,5,2007,Ex,TA,1869,1869,0,1869,2,2,1,Ex,6,Attchd,2007,RFn,2,617,New,Partial
221370,2007,48,6240,1Story,8,5,2006,Gd,TA,1324,1324,0,1324,2,2,1,Gd,6,Attchd,2006,Fin,2,550,New,Partial
200000,2007,48,3242,1Story,7,5,2003,Gd,TA,1405,1405,0,1405,2,2,1,Gd,6,Attchd,2003,RFn,2,478,WD ,Normal
181755,2007,59,15810,2Story,6,5,2007,Gd,TA,768,768,728,1496,3,3,1,Gd,7,Attchd,2007,Unf,2,572,New,Partial
176000,2007,65,10237,2Story,6,5,2005,Gd,TA,768,768,768,1536,2,3,1,Gd,6,Attchd,2005,Fin,2,400,WD ,Normal
178900,2007,65,10237,2Story,6,5,2005,Gd,TA,783,783,701,1484,2,3,1,Gd,8,Attchd,2005,Fin,2,393,New,Partial
168165,2007,58,13204,2Story,7,5,2006,TA,TA,608,608,850,1458,2,3,1,Gd,6,BuiltIn,2007,Fin,2,454,New,Partial
171925,2007,62,8857,2Story,6,5,2006,Gd,TA,738,738,757,1495,2,3,1,Gd,7,Attchd,2006,RFn,2,440,New,Partial
